sn,source_sch,school_nam,school_cat,school_set,district,sector,cell,village,latitude,longitude,electricit,internet_a,num_studen,num_teache,computers,uuid,connectivi,giga_schoo,2G,3G,4G
3780,280514,Mugina Hope PRIMARY school,PRIVATE,PRIMARY,KAMONYI,MUGINA,MBATI,MBATI,-2.108722222,29.94769444,ON GRID,WIMAX,1374,20,,26223403-f966-47ed-8350-5313e7d4e249,3.5G,G_RWA_03780,3,3,3
3781,310902,ETOILE,PRIVATE,PRIMARY,KARONGI,RUBENGERA,GISANZE,KIBANDE,-2.0428055,29.4138888,ON GRID,WIMAX,1379,23,,c16b603b-ae1d-4ecf-a06a-8360122d1ec3,3.5G,G_RWA_03781,3,3,3
3782,510616,IMIZI PRIMARY SCHOOL,PRIVATE,PRIMARY,RWAMAGANA,MUHAZI,KABARE,BIREMBO,-1.88944,30.44556,ON GRID,WIMAX,1392,22,,ec5eccf0-db0d-472e-a7fb-b29bb966be69,3.5G,G_RWA_03782,3,3,3
3783,540401,BRIGHT LIGHT ACADEMY,PRIVATE,PRIMARY,KAYONZA,MUKARANGE,KAYONZA,GAKURAZO,-1.902555556,30.50927778,ON GRID,WIMAX,1439,22,,09ece9d3-1385-4dd8-82dd-552126bdafee,3.5G,G_RWA_03783,3,3,3
3784,270701,BUBAJI,GOVERNMENT_AIDED,PRIMARY,MUHANGA,NYABINONI,NYARUSOZI,KANOMBE,-1.76108,29.67997,ON GRID,WIMAX,1490,20,,436f2afa-1533-4d2a-b27d-1959540a6939,3.5G,G_RWA_03784,3,3,3
3785,430803,BWUZURI,GOVERNMENT_AIDED,PRIMARY,MUSANZE,MUHOZA,CYABARARIKA,BWUZURI,-1.5095,29.64928,ON GRID,WIMAX,1507,23,,da4f2c7a-1ad5-4bd8-8ba2-bcd17387f54f,3.5G,G_RWA_03785,3,3,3
3786,130812,ST VINCENT PALLOTTI/MASAKA,PRIVATE,PRIMARY,KICUKIRO,MASAKA,GITARAGA,GITARAGA,-1.997222222,30.19125,ON GRID,WIMAX,1548,31,,07aed52d-eb6f-4902-aee9-858a84326cf7,3.5G,G_RWA_03786,3,3,3
3787,240914,ECOLE LE PIGEONNIER,PRIVATE,PRIMARY,HUYE,NGOMA,BUTARE,AKABUYE,-2.5943611,29.7539444,ON GRID,WIMAX,1789,29,,5d535a2b-2fd6-482c-8d40-4308b1556746,3.5G,G_RWA_03787,3,3,3
3788,550106,IRAMA,GOVERNMENT_AIDED,PRIMARY,KIREHE,GAHARA,BUTEZI,RWAMUZIMA,-2.3586666,30.5533888,ON GRID,WIMAX,1848,26,,419a9a36-bce3-47d6-af04-788104f1739d,3.5G,G_RWA_03788,3,,3
3789,350507,CS MUSHYIGA,GOVERNMENT_AIDED,PRIMARY,NGORORERO,KAGEYO,RWAMAMARA,MUBUGA,-1.834861111,29.60447222,ON GRID,WIMAX,1905,25,,54f44751-3cc6-4d34-ba18-06da755dd34b,3.5G,G_RWA_03789,3,3,3
3790,370918,NYABINAGA,GOVERNMENT_AIDED,PRIMARY,NYAMASHEKE,KIRIMBI,NYARUSANGE,NYABINAGA,-2.25489,29.22303,ON GRID,WIMAX,2056,28,,fe3577ce-e629-4b83-8918-3945b7295e51,3.5G,G_RWA_03790,3,2,
3791,510614,ITETERO ST HERVE,PRIVATE,PRIMARY,RWAMAGANA,MUHAZI,NYARUSANGE,MPINGA,-1.945,30.4561,ON GRID,WIMAX,2218,29,,b28e9411-35df-4312-8108-2bd451540db2,3.5G,G_RWA_03791,3,3,3
3792,120811,peekaboo,PRIVATE,PRIMARY,GASABO,KIMIHURURA,RUGANDO,TABA,-1.95622,30.0925,ON GRID,WIMAX,2346,29,,75c1751d-212a-4f17-aaee-07473f237e23,3.5G,G_RWA_03792,3,3,3
3793,130502,ARISE AND SHINE,PRIVATE,PRIMARY,KICUKIRO,KANOMBE,RUBIRIZI,BENINKA,-1.9855,30.1305,ON GRID,WIMAX,5328,76,,f5376271-cb01-4c4f-a9c7-99ed66b67533,3.5G,G_RWA_03793,3,3,3
3794,240950,GSO  BUTARE,PUBLIC,SECONDARY,HUYE,NGOMA,BUTARE,KABUTARE,-2.607277778,29.74405556,ON GRID,FIBER OPTIC,324,12,,4db98c80-3c17-453f-a861-4d266ede47ec,fibre,G_RWA_03794,3,3,3
3795,331003,GS NDA NYUNDO,GOVERNMENT_AIDED,SECONDARY,RUBAVU,NYUNDO,NYUNDO,KIYOVE,-1.70531,29.32853,ON GRID,FIBER OPTIC,369,10,,cb950da5-a73c-49bf-883a-646b72162f55,fibre,G_RWA_03795,3,3,3
3796,221301,COLLEGE IMMACULEE CONCEPTION/SAVE,PRIVATE,SECONDARY,GISAGARA,SAVE,GATOKI,GASHUBI,-2.545666667,29.77333333,ON GRID,FIBER OPTIC,840,11,,804437a3-4cfd-46ac-95da-9e5ebfa214e6,fibre,G_RWA_03796,3,3,3
3797,210108,ESCLMNYANZA,GOVERNMENT_AIDED,SECONDARY,NYANZA,BUSASAMANA,NYANZA,KIGARAMA,-2.35089,29.74928,ON GRID,FIBER OPTIC,1087,37,,bcbb5b6f-9fee-429c-944c-cdc3ea0bc150,fibre,G_RWA_03797,3,3,3
3798,450310,GSNDBC BYUMBA,GOVERNMENT_AIDED,SECONDARY,GICUMBI,BYUMBA,NYAMABUYE,MUGOMERO,-1.571111111,30.04855556,ON GRID,FIBER OPTIC,1151,25,,2d711b1d-43dc-461f-b9a8-8dd624471e43,fibre,G_RWA_03798,3,3,3
3799,210106,E S DU SAINT-ESPRIT DE NYANZA,GOVERNMENT_AIDED,SECONDARY,NYANZA,BUSASAMANA,NYANZA,MUGONZI,-2.34897,29.74981,ON GRID,FIBER OPTIC,1450,38,,baff05b1-97e2-4199-be8c-a025538bbdd5,fibre,G_RWA_03799,3,3,3
3800,450302,ACADEMIE DE LA SALLE,PRIVATE,SECONDARY,GICUMBI,BYUMBA,NYAMABUYE,NYIRAGASURUBA,-1.57211,30.05056,ON GRID,FIBER OPTIC,1471,30,,1e5e0921-4d5e-4afe-a163-1d9477a1ee2a,fibre,G_RWA_03800,3,3,3
3801,121410,NU VISION,PRIVATE,SECONDARY,GASABO,RUSORORO,KABUGA II,BWIZA,-1.96792,30.22858,ON GRID,FIBER OPTIC,1501,35,,08a8e891-6c68-4fea-909b-2a604463d02b,fibre,G_RWA_03801,3,3,3
3802,210112,GSMATER DEI,GOVERNMENT_AIDED,SECONDARY,NYANZA,BUSASAMANA,NYANZA,GATSINSINO,-2.34964,29.74492,ON GRID,FIBER OPTIC,1579,39,,79d7d3c0-60e4-4471-83ae-a69aba408203,fibre,G_RWA_03802,3,3,3
3803,260202,ECOLE DES SCIENCES  BYIMANA,GOVERNMENT_AIDED,SECONDARY,RUHANGO,BYIMANA,MUHORORO,BUKOMERO,-2.14603,29.74372,ON GRID,FIBER OPTIC,1659,38,,5e61051b-9304-4046-980b-00b13b85c7f3,fibre,G_RWA_03803,3,3,3
3804,430217,SINRISE,PRIVATE,SECONDARY,MUSANZE,CYUVE,BURUBA,RUHINDINKA,-1.49031,29.65433,ON GRID,FIBER OPTIC,1746,32,,ad0b1dae-85e2-42c5-9440-824e564882dd,fibre,G_RWA_03804,3,3,3
3805,221104,GS ST PHILIPPE NERI DE GISAGARA,GOVERNMENT_AIDED,SECONDARY,GISAGARA,NDORA,GISAGARA,GISAGARA,-2.603472222,29.83163889,ON GRID,FIBER OPTIC,1782,39,,bd24ae15-04ee-4c91-b52a-c1bd8bbc356c,fibre,G_RWA_03805,3,3,3
3806,430807,ECOLE SECONDAIRE SAINT VINCENT MUHOZA,GOVERNMENT_AIDED,SECONDARY,MUSANZE,MUHOZA,MPENGE,GIKWEGE,-1.502472222,29.63966667,ON GRID,FIBER OPTIC,1854,39,,262d24eb-252c-4052-ac00-e9034289d69c,fibre,G_RWA_03806,3,3,3
3807,210103,COLLEGE DU CHRIST-ROI,GOVERNMENT_AIDED,SECONDARY,NYANZA,BUSASAMANA,NYANZA,MUGONZI,-2.34792,29.74978,ON GRID,FIBER OPTIC,2146,39,,ecb51a25-e509-4e5d-8dba-608ce7af3435,fibre,G_RWA_03807,3,3,3
3808,370509,ISF NYAMASHEKE,GOVERNMENT_AIDED,SECONDARY,NYAMASHEKE,KAGANO,NINZI,GIKUYU,-2.32853,29.09,ON GRID,FIBER OPTIC,2457,39,,d667e6cc-b3ec-4413-a6c0-a17b91a5e5c8,fibre,G_RWA_03808,3,3,3
3809,110803,COLLEGE SAINT ANDRE,GOVERNMENT_AIDED,SECONDARY,NYARUGENGE,NYAMIRAMBO,MUMENA,MUMENA,-1.977527778,30.05272222,ON GRID,FIBER OPTIC,2697,40,,ea7ad1b4-565b-41e0-be5e-84c797a7cb19,fibre,G_RWA_03809,3,3,3
3810,570103,GASHORA GIRLS ACADEMY OF SCIENCE,PRIVATE,SECONDARY,BUGESERA,GASHORA,BIRYOGO,GIHANAMA,-2.222638889,30.23788889,ON GRID,FIBER OPTIC,4932,99,,35cc773f-2fe3-4eaa-a463-0eaab98eae09,fibre,G_RWA_03810,3,3,3
3811,570501,ECOLE SECONDAIRE KAMABUYE,PUBLIC,SECONDARY,BUGESERA,MAYANGE,MBYO,RUGARAMA,-2.225416667,30.15713889,ON GRID,FOUR_G,226,12,,c5a6af90-7b32-46a4-b52b-ba43976303c2,4G,G_RWA_03811,3,3,3
3812,320901,APAKAPE SECONDARY SCHOOL,GOVERNMENT_AIDED,SECONDARY,RUTSIRO,MUSHONYI,RURARA,KAGANO,-1.880666667,29.3495,ON GRID,FOUR_G,276,36,,40bd8755-1e1c-4a55-90d0-ffca625bd062,4G,G_RWA_03812,3,3,3
3813,360909,PETIT SEM ST ALOYS,PRIVATE,SECONDARY,RUSIZI,KAMEMBE,RUGANDA,RUHIMBI,-2.50919,28.92033,ON GRID,FOUR_G,445,10,,7d0c233d-a31e-45d9-9573-d591d84b5b57,4G,G_RWA_03813,3,3,3
3814,440304,ES KIDAHO,PRIVATE,SECONDARY,BURERA,CYANIKA,KAGITEGA,KIDAHO,-1.378861111,29.74463889,ON GRID,FOUR_G,532,10,,9dba27fe-abb7-4b46-9d73-ec3be4fe48ee,4G,G_RWA_03814,3,3,3
3815,350502,COL AMIZERO,GOVERNMENT_AIDED,SECONDARY,NGORORERO,KAGEYO,MURAMBA,RURAMBO,-1.875888889,29.537,ON GRID,FOUR_G,555,12,,571113cf-33a6-4af1-8917-b8361e88b5be,4G,G_RWA_03815,3,3,3
3816,410502,ES REMERA MBOGO,PRIVATE,SECONDARY,RULINDO,CYINZUZI,MIGENDEZO,GITABAGE,-1.76792,29.99714,ON GRID,FOUR_G,591,11,,c6518ee0-a903-4f59-a6bf-3de513c06153,4G,G_RWA_03816,3,3,3
3817,240512,Lycée de Rusatira,GOVERNMENT_AIDED,SECONDARY,HUYE,KINAZI,KABONA,REMERA,-2.4294166,29.7781666,ON GRID,FOUR_G,634,23,,0891252a-97b1-4674-9302-1055f022b332,4G,G_RWA_03817,3,2,3
3818,430806,ECOLE SECONDAIRE REGINA PACIS,PRIVATE,SECONDARY,MUSANZE,MUHOZA,RUHENGERI,BUSHOZI,-1.510638889,29.62613889,ON GRID,FOUR_G,638,11,,a477a51a-139b-4b1b-a689-8cc0f22abb1a,4G,G_RWA_03818,3,3,3
3819,521101,ES RUKOMO (SOPEM),GOVERNMENT_AIDED,SECONDARY,NYAGATARE,RUKOMO,GASHENYI,NYAMIRAMBO,-1.379138889,30.24447222,ON GRID,FOUR_G,644,12,,ef1f9471-34a3-458f-ad63-0ac4baf58230,4G,G_RWA_03819,3,1,3
3820,270108,ES ELLENNA GUERRA,PRIVATE,SECONDARY,MUHANGA,CYEZA,NYARUNYINYA,BUHORO,-2.018388889,29.79802778,ON GRID,FOUR_G,652,11,,85922d7b-64e9-4ce6-b09d-e44c487d13bd,4G,G_RWA_03820,3,3,3
3821,411604,ES RWAHI,PRIVATE,SECONDARY,RULINDO,SHYORONGI,RUBONA,RWAHI,-1.859416667,29.92608333,OFF GRID,FOUR_G,689,29,,b767acc5-66ca-498b-94c0-1778c7db186a,4G,G_RWA_03821,3,3,3
3822,520609,KAGITUMBA HIGH SCHOOL,PUBLIC,SECONDARY,NYAGATARE,MATIMBA,NYABWISHONGW,NYABWISHONGWEZI I,-1.092638889,30.41533333,ON GRID,FOUR_G,814,11,,8d1d385e-01b5-4f6a-a924-1f2a621f28c9,4G,G_RWA_03822,3,3,3
3823,510511,GS SAINT ALOYS,GOVERNMENT_AIDED,SECONDARY,RWAMAGANA,KIGABIRO,NYAGASENYI,RUSAVE,-1.95147,30.42583,ON GRID,FOUR_G,852,32,,4465663a-8fd5-4e1a-879f-bd5ee0b88f2b,4G,G_RWA_03823,3,3,3
3824,280501,COLLEGE ST IGNACE,PRIVATE,SECONDARY,KAMONYI,MUGINA,MBATI,MIKAMBA,-1.949696,30.1006848,ON GRID,FOUR_G,885,31,,cb4ed985-7aa5-49d7-a2e6-e5147d63232b,4G,G_RWA_03824,3,3,3
3825,350201,COLLEGE ADEC RUHANGA,GOVERNMENT_AIDED,SECONDARY,NGORORERO,GATUMBA,RUHANGA,KAMINA,-1.94275,29.6314722,ON GRID,FOUR_G,1252,37,,e2c624c0-3764-41b3-b657-a54999765fd1,4G,G_RWA_03825,3,2,3
3826,250506,ESKaduha,PUBLIC,SECONDARY,NYAMAGABE,KADUHA,KAVUMU,KAMONYI,-2.330805556,29.52913889,ON GRID,FOUR_G,1282,36,,483ab76f-f0d4-486f-941b-a0cd94589214,4G,G_RWA_03826,3,2,3
3827,510902,CORNESTONE LEADESHIP ACADEMY,PRIVATE,SECONDARY,RWAMAGANA,MUSHA,NYAKABANDA,RUTOMA,-1.898638889,30.313,ON GRID,FOUR_G,1326,30,,0097ff83-78e7-4ec1-9fa2-abb8faef8ab7,4G,G_RWA_03827,3,3,3
3828,340715,COLLEGE ADVENTISTE DE RWANKERI,PRIVATE,SECONDARY,NYABIHU,MUKAMIRA,RURENGERI,RWANKERI,-1.586694444,29.53302778,ON GRID,FOUR_G,1397,35,,9df2c669-a08c-4a5c-9ba6-f04bd336f639,4G,G_RWA_03828,3,3,3
3829,521013,MARYHILL GIRLS' SECONDARY SCHOOL,PRIVATE,SECONDARY,NYAGATARE,NYAGATARE,NYAGATARE,MIRAMA I,-1.311583333,30.31705556,ON GRID,FOUR_G,1425,31,,abc4f450-ab24-4262-8739-2731ecef7865,4G,G_RWA_03829,3,3,3
3830,450403,E S MUKONO EAR,GOVERNMENT_AIDED,SECONDARY,GICUMBI,CYUMBA,NYAKABUNGO,REMERA,-1.48033,30.00939,ON GRID,FOUR_G,1465,38,,3f4f8f36-e64f-4c17-923b-56fddd55c180,4G,G_RWA_03830,3,2,3
3831,571019,NYAMATA HIGH SCHOOL,PRIVATE,SECONDARY,BUGESERA,NYAMATA,NYAMATA Y' U,RUGARAMA I,-2.14056,30.08058,ON GRID,FOUR_G,1472,30,,fc45c8df-8fdf-4ce6-88e3-3d2eb7ce86fb,4G,G_RWA_03831,3,3,3
3832,130814,STAR,PRIVATE,SECONDARY,KICUKIRO,MASAKA,CYIMO,KIYOVU,-1.990555556,30.20719444,ON GRID,FOUR_G,1561,23,,998910f9-3935-4e8d-b84e-fdc176b4afaa,4G,G_RWA_03832,3,3,3
3833,270812,GAHOGO ADVENTIST ACADEMY,PRIVATE,SECONDARY,MUHANGA,NYAMABUYE,GAHOGO,NYARUCYAMU II,-2.085166667,29.75941667,ON GRID,FOUR_G,1685,31,,fc647efb-7879-4efa-9473-6004755a3b01,4G,G_RWA_03833,3,3,3
3834,330409,ECOLE DES SCIENCES DE GISENYI,PUBLIC,SECONDARY,RUBAVU,GISENYI,NENGO,GIKARANI,-1.694388889,29.25697222,ON GRID,FOUR_G,1713,37,,7e6ea9fb-8b27-48a4-830c-c908b709aed0,4G,G_RWA_03834,3,3,3
3835,271211,ST PETER COLLEGE,PRIVATE,SECONDARY,MUHANGA,SHYOGWE,MUBUGA,MAPFUNDO,-2.129166667,29.77777778,OFF GRID,FOUR_G,1847,30,,99b5fe1f-9fb0-499a-a2f3-06b1289cf1e4,4G,G_RWA_03835,3,3,3
3836,330204,GS SAINT MATHIEU DE BUSASAMANA,GOVERNMENT_AIDED,SECONDARY,RUBAVU,BUSASAMANA,GIHONGA,MARUMBA,-1.605166667,29.35266667,ON GRID,FOUR_G,1853,37,,175cad91-2007-47d5-945a-8b84ade46900,4G,G_RWA_03836,3,3,3
3837,250307,ESC NYAMAGABE,PUBLIC,SECONDARY,NYAMAGABE,GASAKA,NYAMUGARI,NYAMUGARI,-2.457527778,29.58391667,ON GRID,FOUR_G,1858,36,,df00ea1c-b7df-4630-9ad3-9a2db935ed2a,4G,G_RWA_03837,3,3,3
3838,450109,ES SANCTA MARIA KARAMBO,GOVERNMENT_AIDED,SECONDARY,GICUMBI,BUKURE,KIVUMU,KARAMBO,-1.8386388,30.2458888,ON GRID,FOUR_G,2033,37,,8dbe9d0d-2afb-4052-a844-37705c55a833,4G,G_RWA_03838,3,,3
3839,421920,GSCIM Rwankuba,GOVERNMENT_AIDED,SECONDARY,GAKENKE,RUSHASHI,RWANKUBA,GIHETA,-1.757694444,29.86552778,OFF GRID,FOUR_G,2044,38,,e96021d5-3768-4d4a-aec4-0d0d1be51c39,4G,G_RWA_03839,3,,
3840,411502,INYANGE GIRLS SCHOOL,PUBLIC,SECONDARY,RULINDO,RUSIGA,KIRENGE,KININI-RUSIGA,-1.765777778,29.92891667,ON GRID,FOUR_G,2045,40,,8e1fccf8-6d8b-44dd-bcc9-fd785d72e0fe,4G,G_RWA_03840,3,2,3
3841,230312,GSMVERBE KIBEHO,GOVERNMENT_AIDED,SECONDARY,NYARUGURU,KIBEHO,KIBEHO,AGATEKO,-2.648472222,29.55297222,ON GRID,FOUR_G,2047,38,,93b19845-29d1-4cef-a025-c281ea59eb7b,4G,G_RWA_03841,3,3,3
3842,540107,FAWE GIRLS GAHINI,PUBLIC,SECONDARY,KAYONZA,GAHINI,URUGARAMA,AKAMUYENZI,-1.859361111,30.49688889,ON GRID,FOUR_G,2366,26,105,6c09485a-fec7-4d6c-b9bf-8e85cd93a4fb,4G,G_RWA_03842,3,3,3
3843,431302,GS NDA RWAZA,GOVERNMENT_AIDED,SECONDARY,MUSANZE,REMERA,GASONGERO,MUGOGO,-1.543083333,29.69869444,ON GRID,FOUR_G,2495,38,,ed2f3b60-3f8f-4bfb-a9b8-1a4c0b8d23b6,4G,G_RWA_03843,3,3,3
3844,510207,GS NYINAWAJAMBO(RUHITA),PRIVATE,SECONDARY,RWAMAGANA,GAHENGERI,KANYANGESE,RUHITA,-1.9315,30.32352778,ON GRID,FOUR_G,2770,23,,8ccb4f40-aad6-488a-a325-aed2709a0598,4G,G_RWA_03844,3,3,3
3845,370610,GSFA KIBOGORA,GOVERNMENT_AIDED,SECONDARY,NYAMASHEKE,KANJONGO,KIBOGORA,GATABA,-2.32317,29.1315,ON GRID,FOUR_G,2956,37,,5486daff-f359-4e1e-bbab-4ba2d25417a1,4G,G_RWA_03845,3,3,3
3846,240948,ENDP KARUBANDA,GOVERNMENT_AIDED,SECONDARY,HUYE,NGOMA,BUTARE,KARUBANDA,-2.592972222,29.74175,ON GRID,FOUR_G,3347,68,,25894072-5c5a-4a6b-af95-02de11dfeeb8,4G,G_RWA_03846,3,3,3
3847,370908,GS UMUCYO-KARENGERA,GOVERNMENT_AIDED,SECONDARY,NYAMASHEKE,KIRIMBI,KARENGERA,NDUBA,-2.25353,29.22525,ON GRID,FOUR_G,3379,82,,cf55dcda-0e28-4e9d-8d40-f6698d26259a,4G,G_RWA_03847,3,3,
3848,270804,COLLEGE STE MARIE REINE,PRIVATE,SECONDARY,MUHANGA,NYAMABUYE,GITARAMA,KAVUMU,-2.0815,29.75788889,ON GRID,FOUR_G,4600,84,,990694e7-b47d-49e6-95fb-4687d9182ff5,4G,G_RWA_03848,3,3,3
3849,241303,ESSaint Jean Bosco Simbi,GOVERNMENT_AIDED,SECONDARY,HUYE,SIMBI,MUGOBORE,NYAMIRAMA,-2.515972222,29.66844444,ON GRID,FOUR_G,4613,67,,394a8b9e-fd9c-456d-8911-608bcbec279a,4G,G_RWA_03849,3,,3
3850,311202,COLLEGE AMAHORO KIZIBA,PRIVATE,SECONDARY,KARONGI,RWANKUBA,NYARUSANGA,GASHARU,-2.133055556,29.35380556,ON GRID,NONE,217,20,,c21f4c22-9c90-445a-8e5a-a0ed829f9de4,None,G_RWA_03850,3,3,3
3851,121102,COLLEGE DE L,PRIVATE,SECONDARY,GASABO,NDERA,CYARUZINGE,AYABAKORA,-1.9595555,30.18475,OFF GRID,NONE,235,20,,132a40eb-8570-41c5-9f9c-8cc74cba60ee,None,G_RWA_03851,3,3,3
3852,421604,ES NEMBA-APRODESOC,PRIVATE,SECONDARY,GAKENKE,NEMBA,GISOZI,KARUKARA,-1.638138889,29.78927778,OFF GRID,NONE,285,20,,86430deb-80b1-4cfe-99d4-dcd2a2be1db5,None,G_RWA_03852,3,3,3
3853,121003,COLLEGE AMIS DES ENFANTS,PRIVATE,SECONDARY,GASABO,KINYINYA,MURAMA,RUSENYI,-1.91656,30.10833,OFF GRID,NONE,307,20,,6831fe27-462d-4415-8227-9c2a5a6d062e,None,G_RWA_03853,3,3,3
3854,121110,PETIT SEM NDERA,PRIVATE,SECONDARY,GASABO,NDERA,KIBENGA,BAHOZE,-1.94975,30.17377778,OFF GRID,NONE,313,20,,25efe967-f6af-492e-89e4-7d7aa386d477,None,G_RWA_03854,3,3,3
3855,121308,Expert Moto VTC,PRIVATE,SECONDARY,GASABO,REMERA,RUKIRI I,UBUMWE,-1.95275,30.11883,ON GRID,NONE,347,11,,9e44b7bf-8795-46fa-b6fd-649142a5bb74,None,G_RWA_03855,3,3,3
3856,540316,APPEKA COLLEGE,PRIVATE,SECONDARY,KAYONZA,KABARONDO,CYINZOVU,BITOMA,-2.027833333,30.56380556,OFF GRID,NONE,405,12,,a092cc9a-d316-4fd6-8d78-226b315ed07d,None,G_RWA_03856,3,3,3
3857,260104,ESAPAG,PRIVATE,SECONDARY,RUHANGO,BWERAMANA,MURAMA,KARAMBO,-2.24417,29.68631,OFF GRID,NONE,411,11,,4369bde3-bb68-46b3-9469-1a856ef23801,None,G_RWA_03857,3,3,3
3858,571016,MARANYUNDO GIRLS SCHOOL,PRIVATE,SECONDARY,BUGESERA,NYAMATA,NYAMATA Y' U,GASENGA I,-2.153638889,30.10108333,ON GRID,NONE,414,16,,da2e1738-bb40-4ef6-a30f-d7f865c6059a,None,G_RWA_03858,3,3,3
3859,220102,ES GIKONKO,GOVERNMENT_AIDED,SECONDARY,GISAGARA,GIKONKO,GIKONKO,KARUBONDO,-2.483555556,29.86422222,ON GRID,NONE,462,12,,e316a2c6-ad96-40fb-85f2-f5b57585a1ba,None,G_RWA_03859,3,3,3
3860,120704,GLORY SECONDARY SCHOOL,PRIVATE,SECONDARY,GASABO,KACYIRU,KAMUTWA,RUGANWA,-1.94139,30.07342,OFF GRID,NONE,486,11,,479bd9d4-4044-4720-913a-32bd4e0f3d49,None,G_RWA_03860,3,3,3
3861,271204,GSSHYOGWE,GOVERNMENT_AIDED,SECONDARY,MUHANGA,SHYOGWE,MUBUGA,MAPFUNDO,-2.12689,29.77806,ON GRID,NONE,495,13,,7d8c199d-c751-4457-a970-32334544ed4f,None,G_RWA_03861,3,3,3
3862,110704,GS DU MONT KIGALI APACE,PRIVATE,SECONDARY,NYARUGENGE,NYAKABANDA,MUNANIRA II,KIGABIRO,-1.964,30.0484,ON GRID,NONE,497,11,,277b3d2e-9fa1-4175-b61d-86c287f9238b,None,G_RWA_03862,3,3,3
3863,530623,AL SAFWA,PRIVATE,SECONDARY,GATSIBO,KIRAMURUZI,AKABUGA,KIRAMURUZI,-1.79822,30.40944,ON GRID,NONE,501,10,,a999cad5-3a56-4c2e-b6bd-a401ed56f591,None,G_RWA_03863,3,3,3
3864,321110,NYABIRASI S SCHOOL,GOVERNMENT_AIDED,SECONDARY,RUTSIRO,NYABIRASI,TERIMBERE,KASONGA,-1.763944444,29.34866667,ON GRID,NONE,527,17,,3ab7551d-c87b-4973-8b0b-b135c9b89c65,None,G_RWA_03864,3,3,3
3865,131008,KING DAVID AC,PRIVATE,SECONDARY,KICUKIRO,NYARUGUNGA,KAMASHASHI,KABAGENDWA,-1.9682222,30.16125,OFF GRID,NONE,530,11,,273f85ad-fdcb-4e19-a7b2-e560aaa54669,None,G_RWA_03865,3,3,3
3866,320701,ES Murunda,GOVERNMENT_AIDED,SECONDARY,RUTSIRO,MURUNDA,MBURAMAZI,MURUNDA,-1.907777778,29.37380556,ON GRID,NONE,530,12,,9b932704-60a6-422c-8c70-a7b4803b7d5a,None,G_RWA_03866,3,3,3
3867,260101,COLLEGE ADV GITWE,PRIVATE,SECONDARY,RUHANGO,BWERAMANA,MURAMA,KARAMBO,-2.241083333,29.68808333,OFF GRID,NONE,532,10,,281c8c2a-3ab7-4eb0-88dc-9212289f1a7b,None,G_RWA_03867,3,3,3
3868,220301,COLLEGE ST BERNARD KANSI,GOVERNMENT_AIDED,SECONDARY,GISAGARA,KANSI,AKABOTI,GATARE,-2.702083333,29.74883333,ON GRID,NONE,532,12,,08bf4f5a-cee8-47e6-a0fc-4838266844fd,None,G_RWA_03868,3,2,3
3869,251601,ES  MUDASOMWA,PUBLIC,SECONDARY,NYAMAGABE,TARE,GASARENDA,KAGARAMA,-2.515,29.48216667,OFF GRID,NONE,532,12,,04ad7ab1-cb7b-4f28-832e-56ba8e149349,None,G_RWA_03869,3,1,3
3870,371503,ES GAFUNZO,PUBLIC,SECONDARY,NYAMASHEKE,SHANGI,SHANGI,KABERE,-2.39925,29.00806,OFF GRID,NONE,532,12,,87738482-69ef-4fa1-b90a-6b367fb3bbd8,None,G_RWA_03870,3,3,3
3871,371504,ESSF SHANGI,GOVERNMENT_AIDED,SECONDARY,NYAMASHEKE,SHANGI,SHANGI,BUSASAMANA,-2.41261,29.00739,OFF GRID,NONE,532,20,,4ce61ae9-6a03-4452-9dd6-e998db074e51,None,G_RWA_03871,3,3,3
3872,240902,CSELENA GUERRA,PRIVATE,SECONDARY,HUYE,NGOMA,BUTARE,BUYE,-2.598861111,29.74761111,OFF GRID,NONE,532,20,,e805a237-0fa6-43d9-8b0d-4bffaae72d4c,None,G_RWA_03872,3,3,3
3873,260203,ET MUKINGI,PRIVATE,SECONDARY,RUHANGO,BYIMANA,KIRENGERI,KIRENGERI,-2.15136,29.74372,OFF GRID,NONE,532,20,,ec1fa356-4695-4f17-87d0-07f1e90d4d57,None,G_RWA_03873,3,3,3
3874,530618,COLLEGE ADVENTISTE DE GAKONI,PRIVATE,SECONDARY,GATSIBO,KIRAMURUZI,GAKONI,KUMANA,-1.84292,30.41225,OFF GRID,NONE,532,20,,7f3e6b2c-5855-45e9-b347-8f32eefb78fb,None,G_RWA_03874,3,3,3
3875,120602,GIHOGWE SECONDARY SCHOOL,PRIVATE,SECONDARY,GASABO,JALI,AGATEKO,KABIZOZA,-1.907,30.04764,OFF GRID,NONE,532,20,,2c72a9bc-4fca-4bf4-a2e8-fe748aebd796,None,G_RWA_03875,3,3,3
3876,541017,ES RUKARA,PRIVATE,SECONDARY,KAYONZA,RUKARA,RUKARA,MUZIZI,-1.793388889,30.50480556,OFF GRID,NONE,532,20,,90637a86-98e3-4f57-888d-e201cc89539b,None,G_RWA_03876,3,3,3
3877,270831,UNIQUE TECHNICAL SHOOL,PRIVATE,SECONDARY,MUHANGA,NYAMABUYE,REMERA,KINYENKANDA,-2.07417,29.273583,OFF GRID,NONE,532,20,,f55dc2bb-244d-413b-ab18-933d44a5c952,None,G_RWA_03877,3,3,3
